# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-03-29 12:34:02 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03109500 Little Beaver Creek near East Liverpool OH
# -----------------------------------------------------------------------------------
#
# Data provided for site 03109500
#            TS   parameter     statistic     Description
#        108675       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	108675_00060_00003	108675_00060_00003_cd
USGS	03109500	1936-10-19	951	A
USGS	03109500	1936-10-20	616	A
USGS	03109500	1936-10-21	430	A
USGS	03109500	1936-10-22	337	A
USGS	03109500	1936-10-23	289	A
USGS	03109500	1936-10-24	277	A
USGS	03109500	1936-10-25	246	A
USGS	03109500	1936-10-26	426	A
USGS	03109500	1936-10-27	631	A
USGS	03109500	1936-10-28	414	A
USGS	03109500	1936-10-29	324	A
USGS	03109500	1936-10-30	277	A
USGS	03109500	1936-10-31	233	A
USGS	03109500	1936-11-01	211	A
USGS	03109500	1936-11-02	306	A
USGS	03109500	1936-11-03	666	A
USGS	03109500	1936-11-04	4510	A
USGS	03109500	1936-11-05	6350	A
USGS	03109500	1936-11-06	3730	A
USGS	03109500	1936-11-07	2260	A
USGS	03109500	1936-11-08	1510	A
USGS	03109500	1936-11-09	1120	A
USGS	03109500	1936-11-10	896	A
USGS	03109500	1936-11-11	691	A
USGS	03109500	1936-11-12	601	A
USGS	03109500	1936-11-13	522	A
USGS	03109500	1936-11-14	471	A
USGS	03109500	1936-11-15	446	A
USGS	03109500	1936-11-16	403	A
USGS	03109500	1936-11-17	348	A
USGS	03109500	1936-11-18	331	A
USGS	03109500	1936-11-19	280	A
USGS	03109500	1936-11-20	263	A
USGS	03109500	1936-11-21	280	A
USGS	03109500	1936-11-22	251	A
USGS	03109500	1936-11-23	230	A
USGS	03109500	1936-11-24	223	A
USGS	03109500	1936-11-25	208	A
USGS	03109500	1936-11-26	199	A
USGS	03109500	1936-11-27	240	A
USGS	03109500	1936-11-28	274	A
USGS	03109500	1936-11-29	218	A
USGS	03109500	1936-11-30	154	A
USGS	03109500	1936-12-01	138	A
USGS	03109500	1936-12-02	177	A
USGS	03109500	1936-12-03	168	A
USGS	03109500	1936-12-04	168	A
USGS	03109500	1936-12-05	173	A
USGS	03109500	1936-12-06	188	A
USGS	03109500	1936-12-07	476	A
USGS	03109500	1936-12-08	355	A
USGS	03109500	1936-12-09	366	A
USGS	03109500	1936-12-10	296	A
USGS	03109500	1936-12-11	277	A
USGS	03109500	1936-12-12	292	A
USGS	03109500	1936-12-13	271	A
USGS	03109500	1936-12-14	309	A
USGS	03109500	1936-12-15	248	A
USGS	03109500	1936-12-16	248	A
USGS	03109500	1936-12-17	206	A
USGS	03109500	1936-12-18	177	A
USGS	03109500	1936-12-19	190	A
USGS	03109500	1936-12-20	305	A
USGS	03109500	1936-12-21	268	A
USGS	03109500	1936-12-22	215	A
USGS	03109500	1936-12-23	224	A
USGS	03109500	1936-12-24	311	A
USGS	03109500	1936-12-25	280	A
USGS	03109500	1936-12-26	566	A
USGS	03109500	1936-12-27	1060	A
USGS	03109500	1936-12-28	1270	A
USGS	03109500	1936-12-29	896	A
USGS	03109500	1936-12-30	1210	A
USGS	03109500	1936-12-31	2520	A
USGS	03109500	1937-01-01	2300	A
USGS	03109500	1937-01-02	1780	A
USGS	03109500	1937-01-03	1700	A
USGS	03109500	1937-01-04	1090	A
USGS	03109500	1937-01-05	766	A
USGS	03109500	1937-01-06	577	A
USGS	03109500	1937-01-07	631	A
USGS	03109500	1937-01-08	1010	A
USGS	03109500	1937-01-09	1090	A
USGS	03109500	1937-01-10	1700	A
USGS	03109500	1937-01-11	1510	A
USGS	03109500	1937-01-12	1150	A
USGS	03109500	1937-01-13	924	A
USGS	03109500	1937-01-14	2150	A
USGS	03109500	1937-01-15	12000	A
USGS	03109500	1937-01-16	6020	A
USGS	03109500	1937-01-17	2750	A
USGS	03109500	1937-01-18	4720	A
USGS	03109500	1937-01-19	4090	A
USGS	03109500	1937-01-20	2500	A
USGS	03109500	1937-01-21	8400	A
USGS	03109500	1937-01-22	15800	A
USGS	03109500	1937-01-23	8410	A
USGS	03109500	1937-01-24	6930	A
USGS	03109500	1937-01-25	18900	A
USGS	03109500	1937-01-26	6900	A
USGS	03109500	1937-01-27	2640	A
USGS	03109500	1937-01-28	1620	A
USGS	03109500	1937-01-29	1300	A
USGS	03109500	1937-01-30	1150	A
USGS	03109500	1937-01-31	1270	A
USGS	03109500	1937-02-01	1270	A
USGS	03109500	1937-02-02	791	A
USGS	03109500	1937-02-03	582	A
USGS	03109500	1937-02-04	535	A
USGS	03109500	1937-02-05	518	A
USGS	03109500	1937-02-06	483	A
USGS	03109500	1937-02-07	479	A
USGS	03109500	1937-02-08	569	A
USGS	03109500	1937-02-09	1330	A
USGS	03109500	1937-02-10	1020	A
USGS	03109500	1937-02-11	549	A
USGS	03109500	1937-02-12	487	A
USGS	03109500	1937-02-13	487	A
USGS	03109500	1937-02-14	591	A
USGS	03109500	1937-02-15	636	A
USGS	03109500	1937-02-16	641	A
USGS	03109500	1937-02-17	479	A
USGS	03109500	1937-02-18	446	A
USGS	03109500	1937-02-19	442	A
USGS	03109500	1937-02-20	462	A
USGS	03109500	1937-02-21	496	A
USGS	03109500	1937-02-22	1040	A
USGS	03109500	1937-02-23	791	A
USGS	03109500	1937-02-24	631	A
USGS	03109500	1937-02-25	513	A
USGS	03109500	1937-02-26	370	A
USGS	03109500	1937-02-27	388	A
USGS	03109500	1937-02-28	339	A
USGS	03109500	1937-03-01	337	A
USGS	03109500	1937-03-02	299	A
USGS	03109500	1937-03-03	286	A
USGS	03109500	1937-03-04	299	A
USGS	03109500	1937-03-05	430	A
USGS	03109500	1937-03-06	418	A
USGS	03109500	1937-03-07	373	A
USGS	03109500	1937-03-08	334	A
USGS	03109500	1937-03-09	314	A
USGS	03109500	1937-03-10	260	A
USGS	03109500	1937-03-11	288	A
USGS	03109500	1937-03-12	293	A
USGS	03109500	1937-03-13	228	A
USGS	03109500	1937-03-14	220	A
USGS	03109500	1937-03-15	225	A
USGS	03109500	1937-03-16	220	A
USGS	03109500	1937-03-17	223	A
USGS	03109500	1937-03-18	305	A
USGS	03109500	1937-03-19	334	A
USGS	03109500	1937-03-20	1890	A
USGS	03109500	1937-03-21	1480	A
USGS	03109500	1937-03-22	1300	A
USGS	03109500	1937-03-23	868	A
USGS	03109500	1937-03-24	666	A
USGS	03109500	1937-03-25	1110	A
USGS	03109500	1937-03-26	1090	A
USGS	03109500	1937-03-27	691	A
USGS	03109500	1937-03-28	549	A
USGS	03109500	1937-03-29	526	A
USGS	03109500	1937-03-30	458	A
USGS	03109500	1937-03-31	426	A
USGS	03109500	1937-04-01	380	A
USGS	03109500	1937-04-02	373	A
USGS	03109500	1937-04-03	341	A
USGS	03109500	1937-04-04	318	A
USGS	03109500	1937-04-05	308	A
USGS	03109500	1937-04-06	366	A
USGS	03109500	1937-04-07	366	A
USGS	03109500	1937-04-08	324	A
USGS	03109500	1937-04-09	531	A
USGS	03109500	1937-04-10	496	A
USGS	03109500	1937-04-11	388	A
USGS	03109500	1937-04-12	328	A
USGS	03109500	1937-04-13	299	A
USGS	03109500	1937-04-14	402	A
USGS	03109500	1937-04-15	2220	A
USGS	03109500	1937-04-16	1700	A
USGS	03109500	1937-04-17	1060	A
USGS	03109500	1937-04-18	816	A
USGS	03109500	1937-04-19	716	A
USGS	03109500	1937-04-20	572	A
USGS	03109500	1937-04-21	920	A
USGS	03109500	1937-04-22	4360	A
USGS	03109500	1937-04-23	3110	A
USGS	03109500	1937-04-24	1710	A
USGS	03109500	1937-04-25	2360	A
USGS	03109500	1937-04-26	10100	A
USGS	03109500	1937-04-27	6790	A
USGS	03109500	1937-04-28	3350	A
USGS	03109500	1937-04-29	2040	A
USGS	03109500	1937-04-30	1370	A
USGS	03109500	1937-05-01	1010	A
USGS	03109500	1937-05-02	816	A
USGS	03109500	1937-05-03	666	A
USGS	03109500	1937-05-04	563	A
USGS	03109500	1937-05-05	741	A
USGS	03109500	1937-05-06	951	A
USGS	03109500	1937-05-07	766	A
USGS	03109500	1937-05-08	626	A
USGS	03109500	1937-05-09	522	A
USGS	03109500	1937-05-10	471	A
USGS	03109500	1937-05-11	399	A
USGS	03109500	1937-05-12	351	A
USGS	03109500	1937-05-13	1180	A
USGS	03109500	1937-05-14	2120	A
USGS	03109500	1937-05-15	2080	A
USGS	03109500	1937-05-16	1300	A
USGS	03109500	1937-05-17	1370	A
USGS	03109500	1937-05-18	1060	A
USGS	03109500	1937-05-19	868	A
USGS	03109500	1937-05-20	691	A
USGS	03109500	1937-05-21	577	A
USGS	03109500	1937-05-22	522	A
USGS	03109500	1937-05-23	791	A
USGS	03109500	1937-05-24	611	A
USGS	03109500	1937-05-25	418	A
USGS	03109500	1937-05-26	387	A
USGS	03109500	1937-05-27	1070	A
USGS	03109500	1937-05-28	1510	A
USGS	03109500	1937-05-29	940	A
USGS	03109500	1937-05-30	496	A
USGS	03109500	1937-05-31	351	A
USGS	03109500	1937-06-01	286	A
USGS	03109500	1937-06-02	238	A
USGS	03109500	1937-06-03	218	A
USGS	03109500	1937-06-04	199	A
USGS	03109500	1937-06-05	183	A
USGS	03109500	1937-06-06	166	A
USGS	03109500	1937-06-07	158	A
USGS	03109500	1937-06-08	150	A
USGS	03109500	1937-06-09	166	A
USGS	03109500	1937-06-10	356	A
USGS	03109500	1937-06-11	450	A
USGS	03109500	1937-06-12	280	A
USGS	03109500	1937-06-13	194	A
USGS	03109500	1937-06-14	181	A
USGS	03109500	1937-06-15	302	A
USGS	03109500	1937-06-16	220	A
USGS	03109500	1937-06-17	240	A
USGS	03109500	1937-06-18	466	A
USGS	03109500	1937-06-19	334	A
USGS	03109500	1937-06-20	228	A
USGS	03109500	1937-06-21	1350	A
USGS	03109500	1937-06-22	2380	A
USGS	03109500	1937-06-23	1150	A
USGS	03109500	1937-06-24	563	A
USGS	03109500	1937-06-25	366	A
USGS	03109500	1937-06-26	280	A
USGS	03109500	1937-06-27	235	A
USGS	03109500	1937-06-28	220	A
USGS	03109500	1937-06-29	188	A
USGS	03109500	1937-06-30	162	A
USGS	03109500	1937-07-01	146	A
USGS	03109500	1937-07-02	156	A
USGS	03109500	1937-07-03	199	A
USGS	03109500	1937-07-04	208	A
USGS	03109500	1937-07-05	426	A
USGS	03109500	1937-07-06	276	A
USGS	03109500	1937-07-07	179	A
USGS	03109500	1937-07-08	140	A
USGS	03109500	1937-07-09	118	A
USGS	03109500	1937-07-10	169	A
USGS	03109500	1937-07-11	466	A
USGS	03109500	1937-07-12	1300	A
USGS	03109500	1937-07-13	747	A
USGS	03109500	1937-07-14	1210	A
USGS	03109500	1937-07-15	2280	A
USGS	03109500	1937-07-16	1560	A
USGS	03109500	1937-07-17	1620	A
USGS	03109500	1937-07-18	816	A
USGS	03109500	1937-07-19	535	A
USGS	03109500	1937-07-20	384	A
USGS	03109500	1937-07-21	299	A
USGS	03109500	1937-07-22	248	A
USGS	03109500	1937-07-23	278	A
USGS	03109500	1937-07-24	246	A
USGS	03109500	1937-07-25	213	A
USGS	03109500	1937-07-26	271	A
USGS	03109500	1937-07-27	311	A
USGS	03109500	1937-07-28	190	A
USGS	03109500	1937-07-29	142	A
USGS	03109500	1937-07-30	120	A
USGS	03109500	1937-07-31	108	A
USGS	03109500	1937-08-01	100	A
USGS	03109500	1937-08-02	90.0	A
USGS	03109500	1937-08-03	82.0	A
USGS	03109500	1937-08-04	75.0	A
USGS	03109500	1937-08-05	72.0	A
USGS	03109500	1937-08-06	74.0	A
USGS	03109500	1937-08-07	125	A
USGS	03109500	1937-08-08	144	A
USGS	03109500	1937-08-09	138	A
USGS	03109500	1937-08-10	174	A
USGS	03109500	1937-08-11	211	A
USGS	03109500	1937-08-12	288	A
USGS	03109500	1937-08-13	314	A
USGS	03109500	1937-08-14	181	A
USGS	03109500	1937-08-15	118	A
USGS	03109500	1937-08-16	91.0	A
USGS	03109500	1937-08-17	78.0	A
USGS	03109500	1937-08-18	83.0	A
USGS	03109500	1937-08-19	79.0	A
USGS	03109500	1937-08-20	66.0	A
USGS	03109500	1937-08-21	62.0	A
USGS	03109500	1937-08-22	282	A
USGS	03109500	1937-08-23	329	A
USGS	03109500	1937-08-24	175	A
USGS	03109500	1937-08-25	124	A
USGS	03109500	1937-08-26	102	A
USGS	03109500	1937-08-27	90.0	A
USGS	03109500	1937-08-28	87.0	A
USGS	03109500	1937-08-29	66.0	A
USGS	03109500	1937-08-30	57.0	A
USGS	03109500	1937-08-31	57.0	A
USGS	03109500	1937-09-01	52.0	A
USGS	03109500	1937-09-02	62.0	A
USGS	03109500	1937-09-03	112	A
USGS	03109500	1937-09-04	341	A
USGS	03109500	1937-09-05	674	A
USGS	03109500	1937-09-06	355	A
USGS	03109500	1937-09-07	197	A
USGS	03109500	1937-09-08	134	A
USGS	03109500	1937-09-09	100	A
USGS	03109500	1937-09-10	82.0	A
USGS	03109500	1937-09-11	82.0	A
USGS	03109500	1937-09-12	79.0	A
USGS	03109500	1937-09-13	75.0	A
USGS	03109500	1937-09-14	71.0	A
USGS	03109500	1937-09-15	61.0	A
USGS	03109500	1937-09-16	55.0	A
USGS	03109500	1937-09-17	52.0	A
USGS	03109500	1937-09-18	48.0	A
USGS	03109500	1937-09-19	48.0	A
USGS	03109500	1937-09-20	45.0	A
USGS	03109500	1937-09-21	46.0	A
USGS	03109500	1937-09-22	45.0	A
USGS	03109500	1937-09-23	45.0	A
USGS	03109500	1937-09-24	42.0	A
USGS	03109500	1937-09-25	40.0	A
USGS	03109500	1937-09-26	41.0	A
USGS	03109500	1937-09-27	41.0	A
USGS	03109500	1937-09-28	42.0	A
USGS	03109500	1937-09-29	42.0	A
USGS	03109500	1937-09-30	40.0	A
USGS	03109500	1937-10-01	40.0	A
USGS	03109500	1937-10-02	39.0	A
USGS	03109500	1937-10-03	39.0	A
USGS	03109500	1937-10-04	39.0	A
USGS	03109500	1937-10-05	40.0	A
USGS	03109500	1937-10-06	62.0	A
USGS	03109500	1937-10-07	83.0	A
USGS	03109500	1937-10-08	75.0	A
USGS	03109500	1937-10-09	56.0	A
USGS	03109500	1937-10-10	60.0	A
USGS	03109500	1937-10-11	62.0	A
USGS	03109500	1937-10-12	66.0	A
USGS	03109500	1937-10-13	88.0	A
USGS	03109500	1937-10-14	90.0	A
USGS	03109500	1937-10-15	87.0	A
USGS	03109500	1937-10-16	76.0	A
USGS	03109500	1937-10-17	68.0	A
USGS	03109500	1937-10-18	80.0	A
USGS	03109500	1937-10-19	370	A
USGS	03109500	1937-10-20	397	A
USGS	03109500	1937-10-21	238	A
USGS	03109500	1937-10-22	179	A
USGS	03109500	1937-10-23	252	A
USGS	03109500	1937-10-24	358	A
USGS	03109500	1937-10-25	266	A
USGS	03109500	1937-10-26	197	A
USGS	03109500	1937-10-27	171	A
USGS	03109500	1937-10-28	166	A
USGS	03109500	1937-10-29	166	A
USGS	03109500	1937-10-30	154	A
USGS	03109500	1937-10-31	134	A
USGS	03109500	1937-11-01	118	A
USGS	03109500	1937-11-02	105	A
USGS	03109500	1937-11-03	97.0	A
USGS	03109500	1937-11-04	90.0	A
USGS	03109500	1937-11-05	90.0	A
USGS	03109500	1937-11-06	90.0	A
USGS	03109500	1937-11-07	88.0	A
USGS	03109500	1937-11-08	87.0	A
USGS	03109500	1937-11-09	88.0	A
USGS	03109500	1937-11-10	92.0	A
USGS	03109500	1937-11-11	90.0	A
USGS	03109500	1937-11-12	84.0	A
USGS	03109500	1937-11-13	129	A
USGS	03109500	1937-11-14	192	A
USGS	03109500	1937-11-15	190	A
USGS	03109500	1937-11-16	175	A
USGS	03109500	1937-11-17	173	A
USGS	03109500	1937-11-18	166	A
USGS	03109500	1937-11-19	154	A
USGS	03109500	1937-11-20	146	A
USGS	03109500	1937-11-21	140	A
USGS	03109500	1937-11-22	138	A
USGS	03109500	1937-11-23	133	A
USGS	03109500	1937-11-24	118	A
USGS	03109500	1937-11-25	115	A
USGS	03109500	1937-11-26	138	A
USGS	03109500	1937-11-27	154	A
USGS	03109500	1937-11-28	194	A
USGS	03109500	1937-11-29	286	A
USGS	03109500	1937-11-30	283	A
USGS	03109500	1937-12-01	220	A
USGS	03109500	1937-12-02	243	A
USGS	03109500	1937-12-03	197	A
USGS	03109500	1937-12-04	192	A
USGS	03109500	1937-12-05	175	A
USGS	03109500	1937-12-06	154	A
USGS	03109500	1937-12-07	142	A
USGS	03109500	1937-12-08	134	A
USGS	03109500	1937-12-09	120	A
USGS	03109500	1937-12-10	122	A
USGS	03109500	1937-12-11	115	A
USGS	03109500	1937-12-12	98.0	A
USGS	03109500	1937-12-13	85.0	A
USGS	03109500	1937-12-14	79.0	A
USGS	03109500	1937-12-15	75.0	A
USGS	03109500	1937-12-16	131	A
USGS	03109500	1937-12-17	1410	A
USGS	03109500	1937-12-18	6370	A
USGS	03109500	1937-12-19	4580	A
USGS	03109500	1937-12-20	2040	A
USGS	03109500	1937-12-21	1160	A
USGS	03109500	1937-12-22	845	A
USGS	03109500	1937-12-23	770	A
USGS	03109500	1937-12-24	652	A
USGS	03109500	1937-12-25	630	A
USGS	03109500	1937-12-26	675	A
USGS	03109500	1937-12-27	536	A
USGS	03109500	1937-12-28	518	A
USGS	03109500	1937-12-29	576	A
USGS	03109500	1937-12-30	526	A
USGS	03109500	1937-12-31	487	A
USGS	03109500	1938-01-01	928	A
USGS	03109500	1938-01-02	1170	A
USGS	03109500	1938-01-03	795	A
USGS	03109500	1938-01-04	630	A
USGS	03109500	1938-01-05	536	A
USGS	03109500	1938-01-06	439	A
USGS	03109500	1938-01-07	416	A
USGS	03109500	1938-01-08	372	A
USGS	03109500	1938-01-09	330	A
USGS	03109500	1938-01-10	300	A
USGS	03109500	1938-01-11	270	A
USGS	03109500	1938-01-12	250	A
USGS	03109500	1938-01-13	230	A
USGS	03109500	1938-01-14	210	A
USGS	03109500	1938-01-15	200	A
USGS	03109500	1938-01-16	190	A
USGS	03109500	1938-01-17	180	A
USGS	03109500	1938-01-18	170	A
USGS	03109500	1938-01-19	170	A
USGS	03109500	1938-01-20	160	A
USGS	03109500	1938-01-21	160	A
USGS	03109500	1938-01-22	160	A
USGS	03109500	1938-01-23	180	A
USGS	03109500	1938-01-24	240	A
USGS	03109500	1938-01-25	1280	A
USGS	03109500	1938-01-26	900	A
USGS	03109500	1938-01-27	600	A
USGS	03109500	1938-01-28	450	A
USGS	03109500	1938-01-29	400	A
USGS	03109500	1938-01-30	370	A
USGS	03109500	1938-01-31	1870	A
USGS	03109500	1938-02-01	1270	A
USGS	03109500	1938-02-02	895	A
USGS	03109500	1938-02-03	870	A
USGS	03109500	1938-02-04	1040	A
USGS	03109500	1938-02-05	845	A
USGS	03109500	1938-02-06	860	A
USGS	03109500	1938-02-07	2900	A
USGS	03109500	1938-02-08	1890	A
USGS	03109500	1938-02-09	1360	A
USGS	03109500	1938-02-10	1360	A
USGS	03109500	1938-02-11	1040	A
USGS	03109500	1938-02-12	820	A
USGS	03109500	1938-02-13	745	A
USGS	03109500	1938-02-14	745	A
USGS	03109500	1938-02-15	652	A
USGS	03109500	1938-02-16	495	A
USGS	03109500	1938-02-17	439	A
USGS	03109500	1938-02-18	467	A
USGS	03109500	1938-02-19	745	A
USGS	03109500	1938-02-20	1680	A
USGS	03109500	1938-02-21	1680	A
USGS	03109500	1938-02-22	1240	A
USGS	03109500	1938-02-23	1300	A
USGS	03109500	1938-02-24	1150	A
USGS	03109500	1938-02-25	945	A
USGS	03109500	1938-02-26	795	A
USGS	03109500	1938-02-27	745	A
USGS	03109500	1938-02-28	608	A
USGS	03109500	1938-03-01	467	A
USGS	03109500	1938-03-02	562	A
USGS	03109500	1938-03-03	630	A
USGS	03109500	1938-03-04	526	A
USGS	03109500	1938-03-05	587	A
USGS	03109500	1938-03-06	2680	A
USGS	03109500	1938-03-07	2250	A
USGS	03109500	1938-03-08	1300	A
USGS	03109500	1938-03-09	945	A
USGS	03109500	1938-03-10	820	A
USGS	03109500	1938-03-11	745	A
USGS	03109500	1938-03-12	630	A
USGS	03109500	1938-03-13	676	A
USGS	03109500	1938-03-14	3130	A
USGS	03109500	1938-03-15	6510	A
USGS	03109500	1938-03-16	3330	A
USGS	03109500	1938-03-17	4980	A
USGS	03109500	1938-03-18	3550	A
USGS	03109500	1938-03-19	1890	A
USGS	03109500	1938-03-20	1330	A
USGS	03109500	1938-03-21	1020	A
USGS	03109500	1938-03-22	845	A
USGS	03109500	1938-03-23	770	A
USGS	03109500	1938-03-24	1100	A
USGS	03109500	1938-03-25	920	A
USGS	03109500	1938-03-26	820	A
USGS	03109500	1938-03-27	770	A
USGS	03109500	1938-03-28	608	A
USGS	03109500	1938-03-29	572	A
USGS	03109500	1938-03-30	720	A
USGS	03109500	1938-03-31	1360	A
USGS	03109500	1938-04-01	1570	A
USGS	03109500	1938-04-02	1100	A
USGS	03109500	1938-04-03	870	A
USGS	03109500	1938-04-04	745	A
USGS	03109500	1938-04-05	630	A
USGS	03109500	1938-04-06	624	A
USGS	03109500	1938-04-07	1890	A
USGS	03109500	1938-04-08	3210	A
USGS	03109500	1938-04-09	6390	A
USGS	03109500	1938-04-10	4760	A
USGS	03109500	1938-04-11	2300	A
USGS	03109500	1938-04-12	1500	A
USGS	03109500	1938-04-13	1100	A
USGS	03109500	1938-04-14	895	A
USGS	03109500	1938-04-15	745	A
USGS	03109500	1938-04-16	652	A
USGS	03109500	1938-04-17	585	A
USGS	03109500	1938-04-18	675	A
USGS	03109500	1938-04-19	1110	A
USGS	03109500	1938-04-20	970	A
USGS	03109500	1938-04-21	675	A
USGS	03109500	1938-04-22	576	A
USGS	03109500	1938-04-23	483	A
USGS	03109500	1938-04-24	412	A
USGS	03109500	1938-04-25	372	A
USGS	03109500	1938-04-26	334	A
USGS	03109500	1938-04-27	299	A
USGS	03109500	1938-04-28	277	A
USGS	03109500	1938-04-29	526	A
USGS	03109500	1938-04-30	455	A
USGS	03109500	1938-05-01	401	A
USGS	03109500	1938-05-02	324	A
USGS	03109500	1938-05-03	277	A
USGS	03109500	1938-05-04	248	A
USGS	03109500	1938-05-05	238	A
USGS	03109500	1938-05-06	220	A
USGS	03109500	1938-05-07	190	A
USGS	03109500	1938-05-08	173	A
USGS	03109500	1938-05-09	173	A
USGS	03109500	1938-05-10	177	A
USGS	03109500	1938-05-11	166	A
USGS	03109500	1938-05-12	152	A
USGS	03109500	1938-05-13	142	A
USGS	03109500	1938-05-14	178	A
USGS	03109500	1938-05-15	445	A
USGS	03109500	1938-05-16	318	A
USGS	03109500	1938-05-17	225	A
USGS	03109500	1938-05-18	502	A
USGS	03109500	1938-05-19	5160	A
USGS	03109500	1938-05-20	5150	A
USGS	03109500	1938-05-21	3400	A
USGS	03109500	1938-05-22	3450	A
USGS	03109500	1938-05-23	2170	A
USGS	03109500	1938-05-24	3390	A
USGS	03109500	1938-05-25	2380	A
USGS	03109500	1938-05-26	1400	A
USGS	03109500	1938-05-27	970	A
USGS	03109500	1938-05-28	720	A
USGS	03109500	1938-05-29	549	A
USGS	03109500	1938-05-30	439	A
USGS	03109500	1938-05-31	358	A
USGS	03109500	1938-06-01	308	A
USGS	03109500	1938-06-02	305	A
USGS	03109500	1938-06-03	365	A
USGS	03109500	1938-06-04	296	A
USGS	03109500	1938-06-05	379	A
USGS	03109500	1938-06-06	296	A
USGS	03109500	1938-06-07	235	A
USGS	03109500	1938-06-08	243	A
USGS	03109500	1938-06-09	206	A
USGS	03109500	1938-06-10	179	A
USGS	03109500	1938-06-11	183	A
USGS	03109500	1938-06-12	537	A
USGS	03109500	1938-06-13	409	A
USGS	03109500	1938-06-14	268	A
USGS	03109500	1938-06-15	201	A
USGS	03109500	1938-06-16	351	A
USGS	03109500	1938-06-17	788	A
USGS	03109500	1938-06-18	424	A
USGS	03109500	1938-06-19	266	A
USGS	03109500	1938-06-20	206	A
USGS	03109500	1938-06-21	175	A
USGS	03109500	1938-06-22	152	A
USGS	03109500	1938-06-23	140	A
USGS	03109500	1938-06-24	179	A
USGS	03109500	1938-06-25	140	A
USGS	03109500	1938-06-26	162	A
USGS	03109500	1938-06-27	776	A
USGS	03109500	1938-06-28	698	A
USGS	03109500	1938-06-29	332	A
USGS	03109500	1938-06-30	206	A
USGS	03109500	1938-07-01	177	A
USGS	03109500	1938-07-02	206	A
USGS	03109500	1938-07-03	201	A
USGS	03109500	1938-07-04	140	A
USGS	03109500	1938-07-05	124	A
USGS	03109500	1938-07-06	103	A
USGS	03109500	1938-07-07	91.0	A
USGS	03109500	1938-07-08	85.0	A
USGS	03109500	1938-07-09	80.0	A
USGS	03109500	1938-07-10	75.0	A
USGS	03109500	1938-07-11	130	A
USGS	03109500	1938-07-12	240	A
USGS	03109500	1938-07-13	90.0	A
USGS	03109500	1938-07-14	75.0	A
USGS	03109500	1938-07-15	70.0	A
USGS	03109500	1938-07-16	63.0	A
USGS	03109500	1938-07-17	59.0	A
USGS	03109500	1938-07-18	67.0	A
USGS	03109500	1938-07-19	88.0	A
USGS	03109500	1938-07-20	70.0	A
USGS	03109500	1938-07-21	75.0	A
USGS	03109500	1938-07-22	895	A
USGS	03109500	1938-07-23	158	A
USGS	03109500	1938-07-24	88.0	A
USGS	03109500	1938-07-25	75.0	A
USGS	03109500	1938-07-26	64.0	A
USGS	03109500	1938-07-27	54.0	A
USGS	03109500	1938-07-28	64.0	A
USGS	03109500	1938-07-29	224	A
USGS	03109500	1938-07-30	530	A
USGS	03109500	1938-07-31	280	A
USGS	03109500	1938-08-01	423	A
USGS	03109500	1938-08-02	529	A
USGS	03109500	1938-08-03	298	A
USGS	03109500	1938-08-04	301	A
USGS	03109500	1938-08-05	851	A
USGS	03109500	1938-08-06	632	A
USGS	03109500	1938-08-07	660	A
USGS	03109500	1938-08-08	5190	A
USGS	03109500	1938-08-09	1940	A
USGS	03109500	1938-08-10	795	A
USGS	03109500	1938-08-11	585	A
USGS	03109500	1938-08-12	401	A
USGS	03109500	1938-08-13	277	A
USGS	03109500	1938-08-14	206	A
USGS	03109500	1938-08-15	171	A
USGS	03109500	1938-08-16	144	A
USGS	03109500	1938-08-17	122	A
USGS	03109500	1938-08-18	103	A
USGS	03109500	1938-08-19	96.0	A
USGS	03109500	1938-08-20	84.0	A
USGS	03109500	1938-08-21	76.0	A
USGS	03109500	1938-08-22	71.0	A
USGS	03109500	1938-08-23	65.0	A
USGS	03109500	1938-08-24	61.0	A
USGS	03109500	1938-08-25	55.0	A
USGS	03109500	1938-08-26	54.0	A
USGS	03109500	1938-08-27	50.0	A
USGS	03109500	1938-08-28	48.0	A
USGS	03109500	1938-08-29	45.0	A
USGS	03109500	1938-08-30	45.0	A
USGS	03109500	1938-08-31	42.0	A
USGS	03109500	1938-09-01	42.0	A
USGS	03109500	1938-09-02	42.0	A
USGS	03109500	1938-09-03	41.0	A
USGS	03109500	1938-09-04	39.0	A
USGS	03109500	1938-09-05	36.0	A
USGS	03109500	1938-09-06	35.0	A
USGS	03109500	1938-09-07	35.0	A
USGS	03109500	1938-09-08	37.0	A
